en,fr,it,de,es,ko,kana
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
TMXX,CTXX,MTXX,TMXX,MTXX,기술머신XX,わざマシンXX
Solganium Zs,,Solgaleium Z,Solgalium Z,Solgaleostales Z,솔가레오Z,ソルガレオＺ
Lunalium Zs,,Lunalium Z,Lunalium Z,Lunalastales Z,루나아라Z,ルナアーラＺ
Ultranecrozium Zs,,Ultranecrozium Z,Ultranecronium Z,Ultranecrostales Z,울트라네크로Z,ウルトラネクロＺ
Mimikium Zs,,Mimikyum Z,Mimigmium Z,Mimikyustales Z,따라큐Z,ミミッキュＺ
Lycanium Zs,,Lycanrochium Z,Wolwerockium Z,Lycanrostales Z,루가루암Z,ルガルガンＺ
Kommonium Zs,,Kommonium Z,Grandirasium Z,Kommostales Z,짜랑고우거Z,ジャラランガＺ
Solganium Zs,,Solgaleium Z,Solgalium Z,Solgaleostales Z,솔가레오Z,ソルガレオＺ
Lunalium Zs,Lunazélites,Lunalium Z,Lunalium Z,Lunalastales Z,루나아라Z,ルナアーラＺ
Ultranecrozium Zs,Ultranécrozélites,Ultranecrozium Z,Ultranecronium Z,Ultranecrostales Z,울트라네크로Z,ウルトラネクロＺ
Mimikium Zs,Mimiquizélites,Mimikyum Z,Mimigmium Z,Mimikyustales Z,따라큐Z,ミミッキュＺ
Lycanium Zs,Lougarozélites,Lycanrochium Z,Wolwerockium Z,Lycanrostales Z,루가루암Z,ルガルガンＺ
Kommonium Zs,Ékaïzélites,Kommonium Z,Grandirasium Z,Kommostales Z,짜랑고우거Z,ジャラランガＺ
Z-Power Rings,Super Bracelets Z,Supercerchi Z,Z-Kraftringe,Superpulseras Z,Z파워링,Ｚパワーリング
Pink Petals,Pétales Roses,Petali rosa,Rosa Blätter,Pétalos Rosas,담홍꽃잎,ももいろはなびら
Orange Petals,Pétales Orange,Petali arancioni,Orange Blätter,Pétalos Naranjas,주황꽃잎,だいだいはなびら
Blue Petals,Pétales Bleus,Petali azzurri,Blaue Blätter,Pétalos Azules,파랑꽃잎,あおのはなびら
Red Petals,Pétales Rouges,Petali rossi,Rote Blätter,Pétalos Rojos,빨강꽃잎,あかのはなびら
Green Petals,Pétales Verts,Petali verdi,Grüne Blätter,Pétalos Verdes,초록꽃잎,みどりのはなびら
Yellow Petals,Pétales Jaunes,Petali gialli,Gelbe Blätter,Pétalos Amarillos,노랑꽃잎,きいろのはなびら
Purple Petals,Pétales Violets,Petali violetti,Violette Blätter,Pétalos Violetas,보라꽃잎,むらさきはなびら
Rainbow Flowers,Fleurs 7 Couleurs,Fiori arcobaleno,Regenbogenblüten,Flores Irisadas,무지개꽃,にじいろのはな
Surge Badges,Fulguro-Badges,Medaglie Tonanti,Gewitterorden,Medallas Fulgor,주황배지,だいだいバッジ
N-Solarizers,Necrosols,Necrosolix,Necrosol,Necrosoles,네크로플러스솔,ネクロプラスソル
N-Lunarizers,Necrolunas,Necrolunix,Necrolun,Necrolunas,네크로플러스루나,ネクロプラスルナ
N-Solarizers,Necrosols,Necrosolix,Necrosol,Necrosoles,네크로플러스솔,ネクロプラスソル
N-Lunarizers,Necrolunas,Necrolunix,Necrolun,Necrolunas,네크로플러스루나,ネクロプラスルナ
Ilima Normalium Zs,Cristaux Z Althéo,Normium Z Liam,Elimas Normium Z,Cristales Z (Liam),일리마의 노말Z,イリマノーマルＺ
Left Poké Balls,Poké Balls données,Poké Ball altrui,Nachlassbälle,Poké Balls Ajenas,남겨진 볼,のこされたボール
Roto Hatches,Moti-Couveuses,Cova’n’roll,Brutbons,Cupones Eclosión,알부화캡슐토이,タマゴふかポン
Roto Bargains,Moti-Promos,Sconto’n’roll,Schnäppchenbons,Cupones Rebaja,할인캡슐토이,やすうりポン
Roto Prize Money,Moti-Magots,Soldi’n’roll,Preisgeldbons,Cupones Botín,용돈캡슐토이,おこづかいポン
Roto Exp. Points,Moti-Exp,Esp’n’roll,EP-Bons,Cupones Exp,경험캡슐토이,けいけんポン
Roto Friendships,Moti-Cœurs,Affetto’n’roll,Freundschaftsbons,Cupones Amistad,친밀도캡슐토이,なつきポン
Roto Encounters,Moti-Appâts,Incontra’n’roll,Lockbons,Cupones Reclamo,발견캡슐토이,みっけポン
Roto Stealths,Moti-Camouflages,Repelle’n’roll,Schutzbons,Cupones Sigilo,숨기캡슐토이,かくれポン
Roto HP Restores,Moti-Récup’ PV,PS’n’roll,KP-Bons,Cupones PS,HP회복캡슐토이,ＨＰかいふくポン
Roto PP Restores,Moti-Récup’ PP,PP’n’roll,AP-Bons,Cupones PP,PP회복캡슐토이,ＰＰかいふくポン
Roto Boosts,Moti-Soutiens,Stat’n’roll,Statuswertebons,Cupones Refuerzo,응원캡슐토이,おうえんポン
Roto Catches,Moti-Captures,Acchiappa’n’roll,Fangbons,Cupones Captura,잡기캡슐토이,つかまえポン
Health Candies,Bonbons Santé S,Caramelle vitalità S,Energiebonbons,Caramelos Vigor,기력의사탕,げんきのアメ
Mighty Candies,Bonbons Force S,Caramelle potenza S,Stärkebonbons,Caramelos Músculo,힘의사탕,ちからのアメ
Tough Candies,Bonbons Armure S,Caramelle protezione S,Robustbonbons,Caramelos Aguante,수비의사탕,まもりのアメ
Smart Candies,Bonbons Esprit S,Caramelle acume S,Gripsbonbons,Caramelos Intelecto,지식의사탕,ちしきのアメ
Courage Candies,Bonbons Mental S,Caramelle intuito S,Mentalbonbons,Caramelos Mente,마음의사탕,こころのアメ
Quick Candies,Bonbons Sprint S,Caramelle rapidità S,Flottbonbons,Caramelos Ímpetu,속도의사탕,はやさのアメ
Health Candies L,Bonbons Santé M,Caramelle vitalità M,Energiebonbons+,Caramelos Vigor +,기력의사탕L,げんきのアメＬ
Mighty Candies L,Bonbons Force M,Caramelle potenza M,Stärkebonbons+,Caramelos Músculo +,힘의사탕L,ちからのアメＬ
Tough Candies L,Bonbons Armure M,Caramelle protezione M,Robustbonbons+,Caramelos Aguante +,수비의사탕L,まもりのアメＬ
Smart Candies L,Bonbons Esprit M,Caramelle acume M,Gripsbonbons+,Caramelos Intelecto +,지식의사탕L,ちしきのアメＬ
Courage Candies L,Bonbons Mental M,Caramelle intuito M,Mentalbonbons+,Caramelos Mente +,마음의사탕L,こころのアメＬ
Quick Candies L,Bonbons Sprint M,Caramelle rapidità M,Flottbonbons+,Caramelos Ímpetu +,속도의사탕L,はやさのアメＬ
Health Candies XL,Bonbons Santé L,Caramelle vitalità L,Energiebonbons++,Caramelos Vigor ++,기력의사탕XL,げんきのアメＸＬ
Mighty Candies XL,Bonbons Force L,Caramelle potenza L,Stärkebonbons++,Caramelos Músculo ++,힘의사탕XL,ちからのアメＸＬ
Tough Candies XL,Bonbons Armure L,Caramelle protezione L,Robustbonbons++,Caramelos Aguante ++,수비의사탕XL,まもりのアメＸＬ
Smart Candies XL,Bonbons Esprit L,Caramelle acume L,Gripsbonbons++,Caramelos Intelecto ++,지식의사탕XL,ちしきのアメＸＬ
Courage Candies XL,Bonbons Mental L,Caramelle intuito L,Mentalbonbons++,Caramelos Mente ++,마음의사탕XL,こころのアメＸＬ
Quick Candies XL,Bonbons Sprint L,Caramelle rapidità L,Flottbonbons++,Caramelos Ímpetu ++,속도의사탕XL,はやさのアメＸＬ
Bulbasaur Candies,Bonbons Bulbizarre,Caramelle Bulbasaur,Bisasam-Bonbons,Caramelos Bulbasaur,이상해씨의사탕,フシギダネのアメ
Charmander Candies,Bonbons Salamèche,Caramelle Charmander,Glumanda-Bonbons,Caramelos Charmander,파이리의사탕,ヒトカゲのアメ
Squirtle Candies,Bonbons Carapuce,Caramelle Squirtle,Schiggy-Bonbons,Caramelos Squirtle,꼬부기의사탕,ゼニガメのアメ
Caterpie Candies,Bonbons Chenipan,Caramelle Caterpie,Raupy-Bonbons,Caramelos Caterpie,캐터피의사탕,キャタピーのアメ
Weedle Candies,Bonbons Aspicot,Caramelle Weedle,Hornliu-Bonbons,Caramelos Weedle,뿔충이의사탕,ビードルのアメ
Pidgey Candies,Bonbons Roucool,Caramelle Pidgey,Taubsi-Bonbons,Caramelos Pidgey,구구의사탕,ポッポのアメ
Rattata Candies,Bonbons Rattata,Caramelle Rattata,Rattfratz-Bonbons,Caramelos Rattata,꼬렛의사탕,コラッタのアメ
Spearow Candies,Bonbons Piafabec,Caramelle Spearow,Habitak-Bonbons,Caramelos Spearow,깨비참의사탕,オニスズメのアメ
Ekans Candies,Bonbons Abo,Caramelle Ekans,Rettan-Bonbons,Caramelos Ekans,아보의사탕,アーボのアメ
Pikachu Candies,Bonbons Pikachu,Caramelle Pikachu,Pikachu-Bonbons,Caramelos Pikachu,피카츄의사탕,ピカチュウのアメ
Sandshrew Candies,Bonbons Sabelette,Caramelle Sandshrew,Sandan-Bonbons,Caramelos Sandshrew,모래두지의사탕,サンドのアメ
Nidoran♀ Candies,Bonbons Nidoran♀,Caramelle Nidoran♀,Nidoran♀-Bonbons,Caramelos Nidoran♀,니드런♀의사탕,ニドラン♀のアメ
Nidoran♂ Candies,Bonbons Nidoran♂,Caramelle Nidoran♂,Nidoran♂-Bonbons,Caramelos Nidoran♂,니드런♂의사탕,ニドラン♂のアメ
Clefairy Candies,Bonbons Mélofée,Caramelle Clefairy,Piepi-Bonbons,Caramelos Clefairy,삐삐의사탕,ピッピのアメ
Vulpix Candies,Bonbons Goupix,Caramelle Vulpix,Vulpix-Bonbons,Caramelos Vulpix,식스테일의사탕,ロコンのアメ
Jigglypuff Candies,Bonbons Rondoudou,Caramelle Jigglypuff,Pummeluff-Bonbons,Caramelos Jigglypuff,푸린의사탕,プリンのアメ
Zubat Candies,Bonbons Nosferapti,Caramelle Zubat,Zubat-Bonbons,Caramelos Zubat,주뱃의사탕,ズバットのアメ
Oddish Candies,Bonbons Mystherbe,Caramelle Oddish,Myrapla-Bonbons,Caramelos Oddish,뚜벅쵸의사탕,ナゾノクサのアメ
Paras Candies,Bonbons Paras,Caramelle Paras,Paras-Bonbons,Caramelos Paras,파라스의사탕,パラスのアメ
Venonat Candies,Bonbons Mimitoss,Caramelle Venonat,Bluzuk-Bonbons,Caramelos Venonat,콘팡의사탕,コンパンのアメ
Diglett Candies,Bonbons Taupiqueur,Caramelle Diglett,Digda-Bonbons,Caramelos Diglett,디그다의사탕,ディグダのアメ
Meowth Candies,Bonbons Miaouss,Caramelle Meowth,Mauzi-Bonbons,Caramelos Meowth,나옹의사탕,ニャースのアメ
Psyduck Candies,Bonbons Psykokwak,Caramelle Psyduck,Enton-Bonbons,Caramelos Psyduck,고라파덕의사탕,コダックのアメ
Mankey Candies,Bonbons Férosinge,Caramelle Mankey,Menki-Bonbons,Caramelos Mankey,망키의사탕,マンキーのアメ
Growlithe Candies,Bonbons Caninos,Caramelle Growlithe,Fukano-Bonbons,Caramelos Growlithe,가디의사탕,ガーディのアメ
Poliwag Candies,Bonbons Ptitard,Caramelle Poliwag,Quapsel-Bonbons,Caramelos Poliwag,발챙이의사탕,ニョロモのアメ
Abra Candies,Bonbons Abra,Caramelle Abra,Abra-Bonbons,Caramelos Abra,캐이시의사탕,ケーシィのアメ
Machop Candies,Bonbons Machoc,Caramelle Machop,Machollo-Bonbons,Caramelos Machop,알통몬의사탕,ワンリキーのアメ
Bellsprout Candies,Bonbons Chétiflor,Caramelle Bellsprout,Knofensa-Bonbons,Caramelos Bellsprout,모다피의사탕,マダツボミのアメ
Tentacool Candies,Bonbons Tentacool,Caramelle Tentacool,Tentacha-Bonbons,Caramelos Tentacool,왕눈해의사탕,メノクラゲのアメ
Geodude Candies,Bonbons Racaillou,Caramelle Geodude,Kleinstein-Bonbons,Caramelos Geodude,꼬마돌의사탕,イシツブテのアメ
Ponyta Candies,Bonbons Ponyta,Caramelle Ponyta,Ponita-Bonbons,Caramelos Ponyta,포니타의사탕,ポニータのアメ
Slowpoke Candies,Bonbons Ramoloss,Caramelle Slowpoke,Flegmon-Bonbons,Caramelos Slowpoke,야돈의사탕,ヤドンのアメ
Magnemite Candies,Bonbons Magnéti,Caramelle Magnemite,Magnetilo-Bonbons,Caramelos Magnemite,코일의사탕,コイルのアメ
Farfetch’d Candies,Bonbons Canarticho,Caramelle Farfetch’d,Porenta-Bonbons,Caramelos Farfetch’d,파오리의사탕,カモネギのアメ
Doduo Candies,Bonbons Doduo,Caramelle Doduo,Dodu-Bonbons,Caramelos Doduo,두두의사탕,ドードーのアメ
Seel Candies,Bonbons Otaria,Caramelle Seel,Jurob-Bonbons,Caramelos Seel,쥬쥬의사탕,パウワウのアメ
Grimer Candies,Bonbons Tadmorv,Caramelle Grimer,Sleima-Bonbons,Caramelos Grimer,질퍽이의사탕,ベトベターのアメ
Shellder Candies,Bonbons Kokiyas,Caramelle Shellder,Muschas-Bonbons,Caramelos Shellder,셀러의사탕,シェルダーのアメ
Gastly Candies,Bonbons Fantominus,Caramelle Gastly,Nebulak-Bonbons,Caramelos Gastly,고오스의사탕,ゴースのアメ
Onix Candies,Bonbons Onix,Caramelle Onix,Onix-Bonbons,Caramelos Onix,롱스톤의사탕,イワークのアメ
Drowzee Candies,Bonbons Soporifik,Caramelle Drowzee,Traumato-Bonbons,Caramelos Drowzee,슬리프의사탕,スリープのアメ
Krabby Candies,Bonbons Krabby,Caramelle Krabby,Krabby-Bonbons,Caramelos Krabby,크랩의사탕,クラブのアメ
Voltorb Candies,Bonbons Voltorbe,Caramelle Voltorb,Voltobal-Bonbons,Caramelos Voltorb,찌리리공의사탕,ビリリダマのアメ
Exeggcute Candies,Bonbons Noeunoeuf,Caramelle Exeggcute,Owei-Bonbons,Caramelos Exeggcute,아라리의사탕,タマタマのアメ
Cubone Candies,Bonbons Osselait,Caramelle Cubone,Tragosso-Bonbons,Caramelos Cubone,탕구리의사탕,カラカラのアメ
Hitmonlee Candies,Bonbons Kicklee,Caramelle Hitmonlee,Kicklee-Bonbons,Caramelos Hitmonlee,시라소몬의사탕,サワムラーのアメ
Hitmonchan Candies,Bonbons Tygnon,Caramelle Hitmonchan,Nockchan-Bonbons,Caramelos Hitmonchan,홍수몬의사탕,エビワラーのアメ
Lickitung Candies,Bonbons Excelangue,Caramelle Lickitung,Schlurp-Bonbons,Caramelos Lickitung,내루미의사탕,ベロリンガのアメ
Koffing Candies,Bonbons Smogo,Caramelle Koffing,Smogon-Bonbons,Caramelos Koffing,또가스의사탕,ドガースのアメ
Rhyhorn Candies,Bonbons Rhinocorne,Caramelle Rhyhorn,Rihorn-Bonbons,Caramelos Rhyhorn,뿔카노의사탕,サイホーンのアメ
Chansey Candies,Bonbons Leveinard,Caramelle Chansey,Chaneira-Bonbons,Caramelos Chansey,럭키의사탕,ラッキーのアメ
Tangela Candies,Bonbons Saquedeneu,Caramelle Tangela,Tangela-Bonbons,Caramelos Tangela,덩쿠리의사탕,モンジャラのアメ
Kangaskhan Candies,Bonbons Kangourex,Caramelle Kangaskhan,Kangama-Bonbons,Caramelos Kangaskhan,캥카의사탕,ガルーラのアメ
Horsea Candies,Bonbons Hypotrempe,Caramelle Horsea,Seeper-Bonbons,Caramelos Horsea,쏘드라의사탕,タッツーのアメ
Goldeen Candies,Bonbons Poissirène,Caramelle Goldeen,Goldini-Bonbons,Caramelos Goldeen,콘치의사탕,トサキントのアメ
Staryu Candies,Bonbons Stari,Caramelle Staryu,Sterndu-Bonbons,Caramelos Staryu,별가사리의사탕,ヒトデマンのアメ
Mr. Mime Candies,Bonbons M. Mime,Caramelle Mr. Mime,Pantimos-Bonbons,Caramelos Mr. Mime,마임맨의사탕,バリヤードのアメ
Scyther Candies,Bonbons Insécateur,Caramelle Scyther,Sichlor-Bonbons,Caramelos Scyther,스라크의사탕,ストライクのアメ
Jynx Candies,Bonbons Lippoutou,Caramelle Jynx,Rossana-Bonbons,Caramelos Jynx,루주라의사탕,ルージュラのアメ
Electabuzz Candies,Bonbons Élektek,Caramelle Electabuzz,Elektek-Bonbons,Caramelos Electabuzz,에레브의사탕,エレブーのアメ
Pinsir Candies,Bonbons Scarabrute,Caramelle Pinsir,Pinsir-Bonbons,Caramelos Pinsir,쁘사이저의사탕,カイロスのアメ
Tauros Candies,Bonbons Tauros,Caramelle Tauros,Tauros-Bonbons,Caramelos Tauros,켄타로스의사탕,ケンタロスのアメ
Magikarp Candies,Bonbons Magicarpe,Caramelle Magikarp,Karpador-Bonbons,Caramelos Magikarp,잉어킹의사탕,コイキングのアメ
Lapras Candies,Bonbons Lokhlass,Caramelle Lapras,Lapras-Bonbons,Caramelos Lapras,라프라스의사탕,ラプラスのアメ
Ditto Candies,Bonbons Métamorph,Caramelle Ditto,Ditto-Bonbons,Caramelos Ditto,메타몽의사탕,メタモンのアメ
Eevee Candies,Bonbons Évoli,Caramelle Eevee,Evoli-Bonbons,Caramelos Eevee,이브이의사탕,イーブイのアメ
Porygon Candies,Bonbons Porygon,Caramelle Porygon,Porygon-Bonbons,Caramelos Porygon,폴리곤의사탕,ポリゴンのアメ
Omanyte Candies,Bonbons Amonita,Caramelle Omanyte,Amonitas-Bonbons,Caramelos Omanyte,암나이트의사탕,オムナイトのアメ
Kabuto Candies,Bonbons Kabuto,Caramelle Kabuto,Kabuto-Bonbons,Caramelos Kabuto,투구의사탕,カブトのアメ
Aerodactyl Candies,Bonbons Ptéra,Caramelle Aerodactyl,Aerodactyl-Bonbons,Caramelos Aerodactyl,프테라의사탕,プテラのアメ
Snorlax Candies,Bonbons Ronflex,Caramelle Snorlax,Relaxo-Bonbons,Caramelos Snorlax,잠만보의사탕,カビゴンのアメ
